danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_artist
0.691,0.82,4,-6.327,0,0.0754,0.0393,0.00168,0.0612,0.815,109.093,audio_features,6fMXV0atg5MKoWYf8THNxE,spotify:track:6fMXV0atg5MKoWYf8THNxE,https://api.spotify.com/v1/tracks/6fMXV0atg5MKoWYf8THNxE,https://api.spotify.com/v1/audio-analysis/6fMXV0atg5MKoWYf8THNxE,281000,4,F.U. - Pigeons Playing Ping Pong
0.566,0.412,5,-6.994,1,0.0267,0.681,0.017,0.0741,0.47,81.879,audio_features,0LO7f7ZJg871B8hLTRzrfB,spotify:track:0LO7f7ZJg871B8hLTRzrfB,https://api.spotify.com/v1/tracks/0LO7f7ZJg871B8hLTRzrfB,https://api.spotify.com/v1/audio-analysis/0LO7f7ZJg871B8hLTRzrfB,190453,4,Julia - Mt. Joy
0.662,0.876,5,-5.164,0,0.0413,0.0412,0.0623,0.15,0.512,103.043,audio_features,5BevUDbSHGxIbmXGDd6Ejs,spotify:track:5BevUDbSHGxIbmXGDd6Ejs,https://api.spotify.com/v1/tracks/5BevUDbSHGxIbmXGDd6Ejs,https://api.spotify.com/v1/audio-analysis/5BevUDbSHGxIbmXGDd6Ejs,192729,3,Electric Feel - Coast Modern
0.676,0.641,9,-7.923,1,0.0296,0.267,0.262,0.119,0.352,84.97,audio_features,0PldjOTKRt45S9MrLnlwVM,spotify:track:0PldjOTKRt45S9MrLnlwVM,https://api.spotify.com/v1/tracks/0PldjOTKRt45S9MrLnlwVM,https://api.spotify.com/v1/audio-analysis/0PldjOTKRt45S9MrLnlwVM,241413,4,Kahlil Gibran - STRFKR
0.679,0.484,7,-9.547,1,0.0559,0.00818,0.378,0.109,0.512,94.012,audio_features,4vuFWmPNQe1sbMRISBMXPu,spotify:track:4vuFWmPNQe1sbMRISBMXPu,https://api.spotify.com/v1/tracks/4vuFWmPNQe1sbMRISBMXPu,https://api.spotify.com/v1/audio-analysis/4vuFWmPNQe1sbMRISBMXPu,254680,4,Sometimes - Ghostland Observatory
0.675,0.608,8,-7.446,0,0.557,0.0699,0.0,0.561,0.942,125.889,audio_features,6WtiJthSHfbA5RIWcUU4TM,spotify:track:6WtiJthSHfbA5RIWcUU4TM,https://api.spotify.com/v1/tracks/6WtiJthSHfbA5RIWcUU4TM,https://api.spotify.com/v1/audio-analysis/6WtiJthSHfbA5RIWcUU4TM,192250,5,Planet X - Calimossa
0.465,0.768,6,-7.939,0,0.0368,0.198,0.00271,0.101,0.654,112.916,audio_features,2XyVlq12Nc38bJA22014Ts,spotify:track:2XyVlq12Nc38bJA22014Ts,https://api.spotify.com/v1/tracks/2XyVlq12Nc38bJA22014Ts,https://api.spotify.com/v1/audio-analysis/2XyVlq12Nc38bJA22014Ts,478360,4,Jamflowman - Twiddle
0.613,0.857,2,-7.003,1,0.0476,0.513,0.00105,0.268,0.32,131.962,audio_features,5YHMaDiaGGYs5QyJ2CBDXJ,spotify:track:5YHMaDiaGGYs5QyJ2CBDXJ,https://api.spotify.com/v1/tracks/5YHMaDiaGGYs5QyJ2CBDXJ,https://api.spotify.com/v1/audio-analysis/5YHMaDiaGGYs5QyJ2CBDXJ,210341,4,Floors - Abhi The Nomad
0.824,0.691,9,-9.001,0,0.0884,0.0398,0.00114,0.114,0.226,105.002,audio_features,2voO8ka18WI06vcpDZFy7e,spotify:track:2voO8ka18WI06vcpDZFy7e,https://api.spotify.com/v1/tracks/2voO8ka18WI06vcpDZFy7e,https://api.spotify.com/v1/audio-analysis/2voO8ka18WI06vcpDZFy7e,322286,4,Friction - Kai Straw
0.704,0.66,2,-7.698,1,0.0437,0.118,0.00372,0.389,0.469,155.085,audio_features,0YYYnjGL5VV9thEHIaGU4h,spotify:track:0YYYnjGL5VV9thEHIaGU4h,https://api.spotify.com/v1/tracks/0YYYnjGL5VV9thEHIaGU4h,https://api.spotify.com/v1/audio-analysis/0YYYnjGL5VV9thEHIaGU4h,225815,4,2young - Stop Light Observations
0.506,0.526,4,-9.936,1,0.0285,0.334,0.000539,0.0907,0.591,129.641,audio_features,1aRvUHgMe9ichgcHAAs12f,spotify:track:1aRvUHgMe9ichgcHAAs12f,https://api.spotify.com/v1/tracks/1aRvUHgMe9ichgcHAAs12f,https://api.spotify.com/v1/audio-analysis/1aRvUHgMe9ichgcHAAs12f,217613,4,Nellie - Dr. Dog
0.645,0.539,7,-6.299,1,0.089,0.0756,0.00816,0.363,0.318,146.985,audio_features,4Ljqat1WSPTQN4t0bGLPAs,spotify:track:4Ljqat1WSPTQN4t0bGLPAs,https://api.spotify.com/v1/tracks/4Ljqat1WSPTQN4t0bGLPAs,https://api.spotify.com/v1/audio-analysis/4Ljqat1WSPTQN4t0bGLPAs,182867,4,Used To You - Foreign Air
0.647,0.537,6,-12.006,0,0.21,0.43,0.000258,0.119,0.846,84.46,audio_features,5RxpYHVbGJPOvSEATQyg9P,spotify:track:5RxpYHVbGJPOvSEATQyg9P,https://api.spotify.com/v1/tracks/5RxpYHVbGJPOvSEATQyg9P,https://api.spotify.com/v1/audio-analysis/5RxpYHVbGJPOvSEATQyg9P,142500,4,Lucy - Still Woozy
0.622,0.752,4,-6.964,0,0.124,0.189,0.0124,0.0443,0.602,126.047,audio_features,2hup7lQB1vMfVTemkfljLR,spotify:track:2hup7lQB1vMfVTemkfljLR,https://api.spotify.com/v1/tracks/2hup7lQB1vMfVTemkfljLR,https://api.spotify.com/v1/audio-analysis/2hup7lQB1vMfVTemkfljLR,319125,4,Hush - Magic City Hippies
0.67,0.741,4,-5.98,1,0.0503,0.0833,3.71e-05,0.0926,0.579,80.037,audio_features,7K95NCjCNx1TwlpnbjQn6S,spotify:track:7K95NCjCNx1TwlpnbjQn6S,https://api.spotify.com/v1/tracks/7K95NCjCNx1TwlpnbjQn6S,https://api.spotify.com/v1/audio-analysis/7K95NCjCNx1TwlpnbjQn6S,229960,4,The Way It Was - Coast Modern
0.616,0.657,7,-5.375,1,0.0649,0.117,0.0,0.11,0.927,79.919,audio_features,6t6bOh1jmVcRke7rmzAegb,spotify:track:6t6bOh1jmVcRke7rmzAegb,https://api.spotify.com/v1/tracks/6t6bOh1jmVcRke7rmzAegb,https://api.spotify.com/v1/audio-analysis/6t6bOh1jmVcRke7rmzAegb,205066,4,Straight Jacket - Bay Ledges
0.585,0.62,6,-9.075,1,0.0538,0.0124,0.0164,0.135,0.725,80.021,audio_features,2WQzsRjsNuQz8KGEXNcJCU,spotify:track:2WQzsRjsNuQz8KGEXNcJCU,https://api.spotify.com/v1/tracks/2WQzsRjsNuQz8KGEXNcJCU,https://api.spotify.com/v1/audio-analysis/2WQzsRjsNuQz8KGEXNcJCU,264000,4,Fanfare - Magic City Hippies
0.66,0.582,7,-7.769,1,0.0602,0.501,0.000603,0.257,0.403,117.895,audio_features,2JiOQUqMlUkwcbvv3rtSC9,spotify:track:2JiOQUqMlUkwcbvv3rtSC9,https://api.spotify.com/v1/tracks/2JiOQUqMlUkwcbvv3rtSC9,https://api.spotify.com/v1/audio-analysis/2JiOQUqMlUkwcbvv3rtSC9,263192,4,Atlanta Girls - Trash Panda
0.786,0.384,5,-8.655,1,0.0651,0.072,0.00115,0.0484,0.77,137.935,audio_features,7oiZRx7OZbUAYUiYeFTXrf,spotify:track:7oiZRx7OZbUAYUiYeFTXrf,https://api.spotify.com/v1/tracks/7oiZRx7OZbUAYUiYeFTXrf,https://api.spotify.com/v1/audio-analysis/7oiZRx7OZbUAYUiYeFTXrf,211147,4,Warm Animal - Sure Sure
0.861,0.65,4,-4.935,0,0.0483,0.347,0.000771,0.0562,0.525,120.009,audio_features,4cVJtU3eCwRgoKT4MYnBG9,spotify:track:4cVJtU3eCwRgoKT4MYnBG9,https://api.spotify.com/v1/tracks/4cVJtU3eCwRgoKT4MYnBG9,https://api.spotify.com/v1/audio-analysis/4cVJtU3eCwRgoKT4MYnBG9,273500,4,Letter for God - Abhi The Nomad
0.521,0.452,7,-7.353,1,0.0831,0.0225,0.0907,0.0728,0.375,86.732,audio_features,1iT6UULvVOrxeTDuMfuVXt,spotify:track:1iT6UULvVOrxeTDuMfuVXt,https://api.spotify.com/v1/tracks/1iT6UULvVOrxeTDuMfuVXt,https://api.spotify.com/v1/audio-analysis/1iT6UULvVOrxeTDuMfuVXt,285675,4,On the Run - Fat Night
0.514,0.381,1,-10.721,1,0.0869,0.686,0.0,0.13,0.561,85.748,audio_features,3ExHLgUGhsq8h1z56YkTTC,spotify:track:3ExHLgUGhsq8h1z56YkTTC,https://api.spotify.com/v1/tracks/3ExHLgUGhsq8h1z56YkTTC,https://api.spotify.com/v1/audio-analysis/3ExHLgUGhsq8h1z56YkTTC,219070,4,High in the Woods (feat. Vic Mensa) - Johan Lenox
0.766,0.591,0,-9.169,0,0.0672,0.0801,0.0166,0.335,0.806,120.017,audio_features,4fnRr6vZwvxW1ycJQ9TVYH,spotify:track:4fnRr6vZwvxW1ycJQ9TVYH,https://api.spotify.com/v1/tracks/4fnRr6vZwvxW1ycJQ9TVYH,https://api.spotify.com/v1/audio-analysis/4fnRr6vZwvxW1ycJQ9TVYH,159240,4,Making Me Nervous - Brad Sucks
0.606,0.887,4,-4.404,1,0.0598,0.000242,0.0,0.337,0.903,119.974,audio_features,5oQcOu1omDykbIPSdSQQNJ,spotify:track:5oQcOu1omDykbIPSdSQQNJ,https://api.spotify.com/v1/tracks/5oQcOu1omDykbIPSdSQQNJ,https://api.spotify.com/v1/audio-analysis/5oQcOu1omDykbIPSdSQQNJ,193000,4,1985 - Bowling For Soup
0.701,0.746,1,-5.029,1,0.0394,0.016,0.00676,0.128,0.645,125.921,audio_features,2wMCXQNJ3gkgFSY9jbQy9i,spotify:track:2wMCXQNJ3gkgFSY9jbQy9i,https://api.spotify.com/v1/tracks/2wMCXQNJ3gkgFSY9jbQy9i,https://api.spotify.com/v1/audio-analysis/2wMCXQNJ3gkgFSY9jbQy9i,229822,4,Farrah Fawcett Hair - Capital Cities
0.71,0.959,1,-6.697,0,0.209,0.149,2.1e-05,0.336,0.485,108.006,audio_features,1uC6v7az1icYGdhsmqr57M,spotify:track:1uC6v7az1icYGdhsmqr57M,https://api.spotify.com/v1/tracks/1uC6v7az1icYGdhsmqr57M,https://api.spotify.com/v1/audio-analysis/1uC6v7az1icYGdhsmqr57M,255333,4,Apollo Throwdown (Star Slinger Remix) - The Go! Team
0.394,0.793,2,-9.728,1,0.476,0.264,0.011,0.062,0.617,179.732,audio_features,5MzTbaEwj6ACzEWSIEQhMG,spotify:track:5MzTbaEwj6ACzEWSIEQhMG,https://api.spotify.com/v1/tracks/5MzTbaEwj6ACzEWSIEQhMG,https://api.spotify.com/v1/audio-analysis/5MzTbaEwj6ACzEWSIEQhMG,238761,4,Comedown Horizon - Arms and Sleepers
0.669,0.809,7,-7.146,1,0.147,0.00137,0.0,0.38,0.572,97.885,audio_features,3LklW07tvdx2AHsgfi1Mng,spotify:track:3LklW07tvdx2AHsgfi1Mng,https://api.spotify.com/v1/tracks/3LklW07tvdx2AHsgfi1Mng,https://api.spotify.com/v1/audio-analysis/3LklW07tvdx2AHsgfi1Mng,249293,4,I Wish - Skee-Lo
0.533,0.791,10,-8.983,0,0.376,0.166,3.16e-06,0.357,0.671,92.385,audio_features,6PdNVoAN90YiBxfVq0tBxy,spotify:track:6PdNVoAN90YiBxfVq0tBxy,https://api.spotify.com/v1/tracks/6PdNVoAN90YiBxfVq0tBxy,https://api.spotify.com/v1/audio-analysis/6PdNVoAN90YiBxfVq0tBxy,238084,4,Broke and Stupid - Joyner Lucas
0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,audio_features,1jJci4qxiYcOHhQR247rEU,spotify:track:1jJci4qxiYcOHhQR247rEU,https://api.spotify.com/v1/tracks/1jJci4qxiYcOHhQR247rEU,https://api.spotify.com/v1/audio-analysis/1jJci4qxiYcOHhQR247rEU,302840,4,Kids - MGMT
0.793,0.761,10,-6.118,0,0.129,0.0552,0.248,0.112,0.68,89.992,audio_features,50wicJjTmQSkZ6XluATpCi,spotify:track:50wicJjTmQSkZ6XluATpCi,https://api.spotify.com/v1/tracks/50wicJjTmQSkZ6XluATpCi,https://api.spotify.com/v1/audio-analysis/50wicJjTmQSkZ6XluATpCi,273305,4,America - Mac Miller
0.827,0.682,6,-7.111,0,0.0435,0.00048,0.0187,0.101,0.933,117.967,audio_features,5mCprFWOqe0jB96v9RhLBo,spotify:track:5mCprFWOqe0jB96v9RhLBo,https://api.spotify.com/v1/tracks/5mCprFWOqe0jB96v9RhLBo,https://api.spotify.com/v1/audio-analysis/5mCprFWOqe0jB96v9RhLBo,234773,4,Tongues - Joywave
0.88,0.569,10,-6.517,0,0.221,0.0809,5.82e-05,0.214,0.474,134.924,audio_features,1883mCuSqnfnrWoq8i3myH,spotify:track:1883mCuSqnfnrWoq8i3myH,https://api.spotify.com/v1/tracks/1883mCuSqnfnrWoq8i3myH,https://api.spotify.com/v1/audio-analysis/1883mCuSqnfnrWoq8i3myH,190187,4,Programs - Mac Miller
0.825,0.644,1,-6.001,1,0.175,0.0311,0.0,0.086,0.79,132.019,audio_features,6BKAKoo7J2vwJGZJs5dhGD,spotify:track:6BKAKoo7J2vwJGZJs5dhGD,https://api.spotify.com/v1/tracks/6BKAKoo7J2vwJGZJs5dhGD,https://api.spotify.com/v1/audio-analysis/6BKAKoo7J2vwJGZJs5dhGD,161480,4,CrasH - ScHoolboy Q
0.429,0.937,2,-3.986,1,0.0573,0.000131,0.0002,0.0807,0.894,194.838,audio_features,4X3qGigyU6ARi3HP4lWD95,spotify:track:4X3qGigyU6ARi3HP4lWD95,https://api.spotify.com/v1/tracks/4X3qGigyU6ARi3HP4lWD95,https://api.spotify.com/v1/audio-analysis/4X3qGigyU6ARi3HP4lWD95,185027,4,Superman - Goldfinger
0.58,0.981,8,-2.603,0,0.06,0.0171,1.07e-05,0.386,0.861,134.007,audio_features,5XMjXjwCkJVmk0AHm7z8IV,spotify:track:5XMjXjwCkJVmk0AHm7z8IV,https://api.spotify.com/v1/tracks/5XMjXjwCkJVmk0AHm7z8IV,https://api.spotify.com/v1/audio-analysis/5XMjXjwCkJVmk0AHm7z8IV,195667,4,Jerk It Out - Caesars
0.647,0.761,1,-6.737,0,0.0324,0.00401,0.756,0.149,0.841,124.679,audio_features,6YJNcusdf5adRMqJUaRjLt,spotify:track:6YJNcusdf5adRMqJUaRjLt,https://api.spotify.com/v1/tracks/6YJNcusdf5adRMqJUaRjLt,https://api.spotify.com/v1/audio-analysis/6YJNcusdf5adRMqJUaRjLt,575120,4,Horizon - Pigeons Playing Ping Pong
0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,audio_features,1G391cbiT3v3Cywg8T7DM1,spotify:track:1G391cbiT3v3Cywg8T7DM1,https://api.spotify.com/v1/tracks/1G391cbiT3v3Cywg8T7DM1,https://api.spotify.com/v1/audio-analysis/1G391cbiT3v3Cywg8T7DM1,215907,4,Scar Tissue - Red Hot Chili Peppers
0.76,0.674,3,-6.425,1,0.0411,0.231,0.0027,0.0728,0.797,140.022,audio_features,5M7IGym8CgSVOMNvDAGheL,spotify:track:5M7IGym8CgSVOMNvDAGheL,https://api.spotify.com/v1/tracks/5M7IGym8CgSVOMNvDAGheL,https://api.spotify.com/v1/audio-analysis/5M7IGym8CgSVOMNvDAGheL,204067,4,Guru - Coast Modern
0.591,0.831,0,-5.647,1,0.0415,0.0605,4.67e-05,0.19,0.705,144.084,audio_features,3FM33HqRlV7J1QJoPOnd2u,spotify:track:3FM33HqRlV7J1QJoPOnd2u,https://api.spotify.com/v1/tracks/3FM33HqRlV7J1QJoPOnd2u,https://api.spotify.com/v1/audio-analysis/3FM33HqRlV7J1QJoPOnd2u,193107,4,1901 - Phoenix
0.779,0.516,10,-6.467,0,0.0521,0.148,0.0,0.0492,0.715,120.026,audio_features,48XkVAagIoQHCsOlJtXUd5,spotify:track:48XkVAagIoQHCsOlJtXUd5,https://api.spotify.com/v1/tracks/48XkVAagIoQHCsOlJtXUd5,https://api.spotify.com/v1/audio-analysis/48XkVAagIoQHCsOlJtXUd5,247787,4,still feel. - half•alive
0.918,0.837,1,-6.792,1,0.255,0.234,0.0,0.227,0.855,120.017,audio_features,36TO60sxDduIsO3xH8IcUh,spotify:track:36TO60sxDduIsO3xH8IcUh,https://api.spotify.com/v1/tracks/36TO60sxDduIsO3xH8IcUh,https://api.spotify.com/v1/audio-analysis/36TO60sxDduIsO3xH8IcUh,236000,4,Isis - Joyner Lucas
0.743,0.699,8,-6.438,1,0.147,0.0196,0.73,0.254,0.704,95.001,audio_features,17RkpFRsRKCNSX7WfxX2qi,spotify:track:17RkpFRsRKCNSX7WfxX2qi,https://api.spotify.com/v1/tracks/17RkpFRsRKCNSX7WfxX2qi,https://api.spotify.com/v1/audio-analysis/17RkpFRsRKCNSX7WfxX2qi,198452,4,Aminals - Baths
0.663,0.694,10,-8.627,0,0.172,0.0249,0.0,0.0698,0.524,167.964,audio_features,7yMiX7n9SBvadzox8T5jzT,spotify:track:7yMiX7n9SBvadzox8T5jzT,https://api.spotify.com/v1/tracks/7yMiX7n9SBvadzox8T5jzT,https://api.spotify.com/v1/audio-analysis/7yMiX7n9SBvadzox8T5jzT,340920,4,Clint Eastwood - Gorillaz
0.739,0.471,8,-8.456,1,0.0436,0.0661,9.78e-05,0.116,0.31,90.002,audio_features,5dmPNuHmRRJuHmJTDa7NuJ,spotify:track:5dmPNuHmRRJuHmJTDa7NuJ,https://api.spotify.com/v1/tracks/5dmPNuHmRRJuHmJTDa7NuJ,https://api.spotify.com/v1/audio-analysis/5dmPNuHmRRJuHmJTDa7NuJ,194400,4,Bambi - Hippo Campus
0.531,0.847,1,-3.907,1,0.0529,0.00743,0.0,0.0916,0.38,105.03,audio_features,11IJA30efHAJLO3qroPh5L,spotify:track:11IJA30efHAJLO3qroPh5L,https://api.spotify.com/v1/tracks/11IJA30efHAJLO3qroPh5L,https://api.spotify.com/v1/audio-analysis/11IJA30efHAJLO3qroPh5L,207679,4,Turn - The Wombats
0.707,0.683,0,-8.728,1,0.0683,0.184,0.00108,0.108,0.567,116.009,audio_features,5DJTYOAHZEKjNqXpOwnomi,spotify:track:5DJTYOAHZEKjNqXpOwnomi,https://api.spotify.com/v1/tracks/5DJTYOAHZEKjNqXpOwnomi,https://api.spotify.com/v1/audio-analysis/5DJTYOAHZEKjNqXpOwnomi,243627,4,None Shall Pass - Aesop Rock
0.732,0.464,7,-8.591,0,0.301,0.309,0.0,0.107,0.353,82.494,audio_features,5yK37zazHUe3WxEvymZs20,spotify:track:5yK37zazHUe3WxEvymZs20,https://api.spotify.com/v1/tracks/5yK37zazHUe3WxEvymZs20,https://api.spotify.com/v1/audio-analysis/5yK37zazHUe3WxEvymZs20,234615,4,Bad Idea (feat. Chance the Rapper) - YBN Cordae
0.522,0.725,5,-5.184,0,0.302,0.556,0.0,0.799,0.81,108.36,audio_features,6vVftwBiIaM9xDVZhSwTCJ,spotify:track:6vVftwBiIaM9xDVZhSwTCJ,https://api.spotify.com/v1/tracks/6vVftwBiIaM9xDVZhSwTCJ,https://api.spotify.com/v1/audio-analysis/6vVftwBiIaM9xDVZhSwTCJ,175783,4,Senior Skip Day - Mac Miller
0.709,0.721,5,-6.117,0,0.562,0.655,0.0,0.0929,0.414,148.108,audio_features,0Y4L4iWjUH34u2qnois2fI,spotify:track:0Y4L4iWjUH34u2qnois2fI,https://api.spotify.com/v1/tracks/0Y4L4iWjUH34u2qnois2fI,https://api.spotify.com/v1/audio-analysis/0Y4L4iWjUH34u2qnois2fI,170270,4,AINT GOIN BACK - Russ
0.554,0.609,1,-9.714,1,0.325,0.00899,1.51e-06,0.0814,0.697,139.583,audio_features,382DODJWYS8OfKQaidtFOF,spotify:track:382DODJWYS8OfKQaidtFOF,https://api.spotify.com/v1/tracks/382DODJWYS8OfKQaidtFOF,https://api.spotify.com/v1/audio-analysis/382DODJWYS8OfKQaidtFOF,250567,4,Audio Dope II - Curren$y
0.739,0.611,11,-9.829,1,0.0622,0.00557,0.725,0.04,0.794,98.004,audio_features,2cmRpmO04TLaKPzmAzySYZ,spotify:track:2cmRpmO04TLaKPzmAzySYZ,https://api.spotify.com/v1/tracks/2cmRpmO04TLaKPzmAzySYZ,https://api.spotify.com/v1/audio-analysis/2cmRpmO04TLaKPzmAzySYZ,536471,4,Dance Yrself Clean - LCD Soundsystem
0.655,0.404,7,-8.161,0,0.426,0.194,0.0,0.198,0.442,113.748,audio_features,1yYYIilGsCoijulZUZpllx,spotify:track:1yYYIilGsCoijulZUZpllx,https://api.spotify.com/v1/tracks/1yYYIilGsCoijulZUZpllx,https://api.spotify.com/v1/audio-analysis/1yYYIilGsCoijulZUZpllx,237480,4,Desert Eagle - Felly
0.763,0.807,1,-3.714,1,0.035,0.0714,0.28,0.348,0.559,103.038,audio_features,3FtYbEfBqAlGO46NUDQSAt,spotify:track:3FtYbEfBqAlGO46NUDQSAt,https://api.spotify.com/v1/tracks/3FtYbEfBqAlGO46NUDQSAt,https://api.spotify.com/v1/audio-analysis/3FtYbEfBqAlGO46NUDQSAt,229640,3,Electric Feel - MGMT
0.765,0.542,1,-6.755,1,0.39,0.278,1.87e-05,0.609,0.734,171.945,audio_features,6JyEh4kl9DLwmSAoNDRn5b,spotify:track:6JyEh4kl9DLwmSAoNDRn5b,https://api.spotify.com/v1/tracks/6JyEh4kl9DLwmSAoNDRn5b,https://api.spotify.com/v1/audio-analysis/6JyEh4kl9DLwmSAoNDRn5b,153351,4,4th Dimension - KIDS SEE GHOSTS
0.518,0.895,4,-7.775,1,0.445,0.386,0.0,0.343,0.769,91.014,audio_features,7p6477LX7rzx9xXyHo6Wzu,spotify:track:7p6477LX7rzx9xXyHo6Wzu,https://api.spotify.com/v1/tracks/7p6477LX7rzx9xXyHo6Wzu,https://api.spotify.com/v1/audio-analysis/7p6477LX7rzx9xXyHo6Wzu,155507,4,Tales from the East - Marlowe
0.652,0.836,2,-7.179,0,0.153,0.377,0.0,0.138,0.162,123.946,audio_features,5DOR49R0fehoBmyNL8m4sN,spotify:track:5DOR49R0fehoBmyNL8m4sN,https://api.spotify.com/v1/tracks/5DOR49R0fehoBmyNL8m4sN,https://api.spotify.com/v1/audio-analysis/5DOR49R0fehoBmyNL8m4sN,272453,4,Hell Of A Night - ScHoolboy Q
0.816,0.723,0,-3.973,1,0.0362,0.0906,0.0,0.425,0.623,120.044,audio_features,3CMAfzKrxKC9reX2B6x6OF,spotify:track:3CMAfzKrxKC9reX2B6x6OF,https://api.spotify.com/v1/tracks/3CMAfzKrxKC9reX2B6x6OF,https://api.spotify.com/v1/audio-analysis/3CMAfzKrxKC9reX2B6x6OF,205653,4,I Just Don't Care That Much - Matt Maeson
0.811,0.57,5,-8.093,1,0.129,0.253,0.0,0.148,0.814,128.066,audio_features,1t4pPnbkOjzoA5RvsDjvUU,spotify:track:1t4pPnbkOjzoA5RvsDjvUU,https://api.spotify.com/v1/tracks/1t4pPnbkOjzoA5RvsDjvUU,https://api.spotify.com/v1/audio-analysis/1t4pPnbkOjzoA5RvsDjvUU,251250,4,1999 WILDFIRE - BROCKHAMPTON
0.657,0.845,11,-4.57,1,0.3,0.154,0.0,0.294,0.706,89.835,audio_features,2TyjVO7KBdGHBvQxAnFFsa,spotify:track:2TyjVO7KBdGHBvQxAnFFsa,https://api.spotify.com/v1/tracks/2TyjVO7KBdGHBvQxAnFFsa,https://api.spotify.com/v1/audio-analysis/2TyjVO7KBdGHBvQxAnFFsa,157540,4,Kool Aid and Frozen Pizza - Mac Miller
0.549,0.653,0,-7.47,1,0.0503,0.457,0.0,0.0969,0.287,121.348,audio_features,6bLU8e0LGyztE9iD5DWBQ1,spotify:track:6bLU8e0LGyztE9iD5DWBQ1,https://api.spotify.com/v1/tracks/6bLU8e0LGyztE9iD5DWBQ1,https://api.spotify.com/v1/audio-analysis/6bLU8e0LGyztE9iD5DWBQ1,187173,4,Hallucinogenics - Matt Maeson
0.771,0.884,4,-4.547,0,0.217,0.19,0.0,0.385,0.662,95.951,audio_features,6vf3upIYL8E1kPwTMcOk0G,spotify:track:6vf3upIYL8E1kPwTMcOk0G,https://api.spotify.com/v1/tracks/6vf3upIYL8E1kPwTMcOk0G,https://api.spotify.com/v1/audio-analysis/6vf3upIYL8E1kPwTMcOk0G,201424,4,Run Game - Lupe Fiasco
0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,audio_features,2JvzF1RMd7lE3KmFlsyZD8,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,https://api.spotify.com/v1/tracks/2JvzF1RMd7lE3KmFlsyZD8,https://api.spotify.com/v1/audio-analysis/2JvzF1RMd7lE3KmFlsyZD8,213594,4,MIDDLE CHILD - J. Cole
0.8,0.569,9,-5.104,0,0.265,0.563,0.0,0.111,0.589,92.063,audio_features,29GefKRTSVW3ag4Xegm8jP,spotify:track:29GefKRTSVW3ag4Xegm8jP,https://api.spotify.com/v1/tracks/29GefKRTSVW3ag4Xegm8jP,https://api.spotify.com/v1/audio-analysis/29GefKRTSVW3ag4Xegm8jP,164632,4,Nike's on My Feet - Mac Miller
0.548,0.816,2,-4.478,1,0.0499,0.0104,0.0543,0.152,0.857,174.993,audio_features,1595LW73XBxkRk2ciQOHfr,spotify:track:1595LW73XBxkRk2ciQOHfr,https://api.spotify.com/v1/tracks/1595LW73XBxkRk2ciQOHfr,https://api.spotify.com/v1/audio-analysis/1595LW73XBxkRk2ciQOHfr,137760,4,A-Punk - Vampire Weekend
0.452,0.79,4,-5.01,1,0.0534,0.391,0.0,0.303,0.362,143.861,audio_features,6Fqf0OTfB9VPfYk2HfBhPn,spotify:track:6Fqf0OTfB9VPfYk2HfBhPn,https://api.spotify.com/v1/tracks/6Fqf0OTfB9VPfYk2HfBhPn,https://api.spotify.com/v1/audio-analysis/6Fqf0OTfB9VPfYk2HfBhPn,251906,4,Freakin' Out On the Interstate - Briston Maroney
0.619,0.801,1,-4.485,0,0.0491,0.0016,0.00373,0.172,0.416,124.979,audio_features,29I5R6nFPGcv3G96DuidOo,spotify:track:29I5R6nFPGcv3G96DuidOo,https://api.spotify.com/v1/tracks/29I5R6nFPGcv3G96DuidOo,https://api.spotify.com/v1/audio-analysis/29I5R6nFPGcv3G96DuidOo,291840,4,Promiseland - 90 Pounds of Pete
0.718,0.703,7,-7.162,0,0.0382,0.109,0.822,0.208,0.858,87.975,audio_features,5ZrrXIYTvjXPKVQMjqaumR,spotify:track:5ZrrXIYTvjXPKVQMjqaumR,https://api.spotify.com/v1/tracks/5ZrrXIYTvjXPKVQMjqaumR,https://api.spotify.com/v1/audio-analysis/5ZrrXIYTvjXPKVQMjqaumR,226533,4,Loud Pipes - Ratatat
0.95,0.836,7,-7.372,1,0.0562,0.228,0.00173,0.271,0.975,117.99,audio_features,7ub7NhlUgyHFcupovN3Zcp,spotify:track:7ub7NhlUgyHFcupovN3Zcp,https://api.spotify.com/v1/tracks/7ub7NhlUgyHFcupovN3Zcp,https://api.spotify.com/v1/audio-analysis/7ub7NhlUgyHFcupovN3Zcp,199453,4,Corazón - Robby Hunter Band
0.619,0.742,1,-6.995,1,0.496,0.204,0.0,0.166,0.782,144.602,audio_features,6JKoTnberZoBgUuxa6l4Kh,spotify:track:6JKoTnberZoBgUuxa6l4Kh,https://api.spotify.com/v1/tracks/6JKoTnberZoBgUuxa6l4Kh,https://api.spotify.com/v1/audio-analysis/6JKoTnberZoBgUuxa6l4Kh,277240,4,Hive (feat. Vince Staples & Casey Veggies) - Earl Sweatshirt
