danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_artist
0.696,0.274,2,-11.465,1,0.0303,0.571,0.000527,0.11,0.18,110.057,audio_features,2V8Db0suxVDK4fAU8qI2pI,spotify:track:2V8Db0suxVDK4fAU8qI2pI,https://api.spotify.com/v1/tracks/2V8Db0suxVDK4fAU8qI2pI,https://api.spotify.com/v1/audio-analysis/2V8Db0suxVDK4fAU8qI2pI,284250,4,Part of Me - Joel Leggett
0.544,0.626,9,-7.736,0,0.0296,0.337,0.00234,0.116,0.344,133.86,audio_features,0NlfidVUoVGybq05JQhZ8v,spotify:track:0NlfidVUoVGybq05JQhZ8v,https://api.spotify.com/v1/tracks/0NlfidVUoVGybq05JQhZ8v,https://api.spotify.com/v1/audio-analysis/0NlfidVUoVGybq05JQhZ8v,295893,4,Counting Sheep - Shakey Graves
0.895,0.203,5,-11.723,1,0.104,0.651,0.000924,0.0613,0.465,136.954,audio_features,4LgkCCNyGH1vhjeLZRGAGX,spotify:track:4LgkCCNyGH1vhjeLZRGAGX,https://api.spotify.com/v1/tracks/4LgkCCNyGH1vhjeLZRGAGX,https://api.spotify.com/v1/audio-analysis/4LgkCCNyGH1vhjeLZRGAGX,238267,4,Water - Fulton Lee
0.786,0.607,2,-7.992,0,0.0517,0.114,0.372,0.104,0.56,125.811,audio_features,5C90m8eM6GJR2SACiLAWHo,spotify:track:5C90m8eM6GJR2SACiLAWHo,https://api.spotify.com/v1/tracks/5C90m8eM6GJR2SACiLAWHo,https://api.spotify.com/v1/audio-analysis/5C90m8eM6GJR2SACiLAWHo,197773,4,Wasted - Rainbow Kitten Surprise
0.374,0.48,9,-8.225,1,0.0331,0.382,0.0966,0.0785,0.387,105.638,audio_features,5Lg1ICFsdWIDpuC0Hq6BA0,spotify:track:5Lg1ICFsdWIDpuC0Hq6BA0,https://api.spotify.com/v1/tracks/5Lg1ICFsdWIDpuC0Hq6BA0,https://api.spotify.com/v1/audio-analysis/5Lg1ICFsdWIDpuC0Hq6BA0,247520,4,Moon at Dawn - Blind Pilot
0.481,0.175,11,-15.214,1,0.03,0.882,0.0,0.114,0.207,110.224,audio_features,5vuWnrXHFlKMQVcVu9fmRd,spotify:track:5vuWnrXHFlKMQVcVu9fmRd,https://api.spotify.com/v1/tracks/5vuWnrXHFlKMQVcVu9fmRd,https://api.spotify.com/v1/audio-analysis/5vuWnrXHFlKMQVcVu9fmRd,186129,4,Voices - The Mayries
0.545,0.443,7,-10.984,1,0.029,0.237,0.15,0.0846,0.263,138.434,audio_features,7gV7j4aFSU93vQC9d67rt5,spotify:track:7gV7j4aFSU93vQC9d67rt5,https://api.spotify.com/v1/tracks/7gV7j4aFSU93vQC9d67rt5,https://api.spotify.com/v1/audio-analysis/7gV7j4aFSU93vQC9d67rt5,241709,4,Buzzing in the Light - Dr. Dog
0.509,0.786,5,-5.51,1,0.039,0.00103,4.63e-06,0.112,0.484,114.971,audio_features,7IuUsxQWHfXGkRDdAT0MLW,spotify:track:7IuUsxQWHfXGkRDdAT0MLW,https://api.spotify.com/v1/tracks/7IuUsxQWHfXGkRDdAT0MLW,https://api.spotify.com/v1/audio-analysis/7IuUsxQWHfXGkRDdAT0MLW,211733,4,Caroline - Animal Years
0.487,0.606,8,-7.884,0,0.185,0.0195,7.09e-06,0.118,0.608,174.548,audio_features,34C04BlTtZVcVq8aZifo6d,spotify:track:34C04BlTtZVcVq8aZifo6d,https://api.spotify.com/v1/tracks/34C04BlTtZVcVq8aZifo6d,https://api.spotify.com/v1/audio-analysis/34C04BlTtZVcVq8aZifo6d,358133,4,STK - Aaron Kamm and the One Drops
0.694,0.717,4,-5.758,0,0.0266,0.028,0.00762,0.125,0.837,107.014,audio_features,5cKSzaikxKsabI5KscouIL,spotify:track:5cKSzaikxKsabI5KscouIL,https://api.spotify.com/v1/tracks/5cKSzaikxKsabI5KscouIL,https://api.spotify.com/v1/audio-analysis/5cKSzaikxKsabI5KscouIL,209193,4,Milk and Honey - LUTHI
0.709,0.644,1,-7.751,1,0.0356,0.158,0.000299,0.143,0.912,127.286,audio_features,2UFtUjo3UebrpxbAFvSdRz,spotify:track:2UFtUjo3UebrpxbAFvSdRz,https://api.spotify.com/v1/tracks/2UFtUjo3UebrpxbAFvSdRz,https://api.spotify.com/v1/audio-analysis/2UFtUjo3UebrpxbAFvSdRz,224360,4,Peach Fuzz - Caamp
0.618,0.626,2,-7.579,1,0.0624,0.143,1.78e-06,0.24,0.315,91.862,audio_features,2fVqqgrnlIQbQqWjeHz4yP,spotify:track:2fVqqgrnlIQbQqWjeHz4yP,https://api.spotify.com/v1/tracks/2fVqqgrnlIQbQqWjeHz4yP,https://api.spotify.com/v1/audio-analysis/2fVqqgrnlIQbQqWjeHz4yP,220500,4,Back and Forth - Jay Vinchi
0.497,0.821,0,-5.867,1,0.322,0.272,0.0,0.293,0.605,200.049,audio_features,58KY0XJXvnSRX6YPmc01ub,spotify:track:58KY0XJXvnSRX6YPmc01ub,https://api.spotify.com/v1/tracks/58KY0XJXvnSRX6YPmc01ub,https://api.spotify.com/v1/audio-analysis/58KY0XJXvnSRX6YPmc01ub,199752,4,Cokeroaches - SLANG
0.81,0.381,3,-9.659,0,0.0387,0.0625,3.33e-06,0.11,0.169,84.998,audio_features,3EOWUSrJdGYvTPO4z0GEPe,spotify:track:3EOWUSrJdGYvTPO4z0GEPe,https://api.spotify.com/v1/tracks/3EOWUSrJdGYvTPO4z0GEPe,https://api.spotify.com/v1/audio-analysis/3EOWUSrJdGYvTPO4z0GEPe,237952,4,Boomslang. - MS.
0.496,0.644,2,-5.385,1,0.0269,0.264,0.0,0.0695,0.435,96.017,audio_features,2H30WL3exSctlDC9GyRbD4,spotify:track:2H30WL3exSctlDC9GyRbD4,https://api.spotify.com/v1/tracks/2H30WL3exSctlDC9GyRbD4,https://api.spotify.com/v1/audio-analysis/2H30WL3exSctlDC9GyRbD4,249840,3,Live Well - Palace
0.622,0.676,0,-6.385,1,0.0252,0.012,1.82e-05,0.0804,0.709,111.984,audio_features,3DXJaOI3mI10QkPhRu3r2p,spotify:track:3DXJaOI3mI10QkPhRu3r2p,https://api.spotify.com/v1/tracks/3DXJaOI3mI10QkPhRu3r2p,https://api.spotify.com/v1/audio-analysis/3DXJaOI3mI10QkPhRu3r2p,294520,3,The Remains of Rock & Roll - Broken Bells
0.744,0.716,11,-4.708,0,0.0278,0.0163,0.0,0.101,0.435,134.001,audio_features,5HxfLkSX2Nl7BErO1q15sa,spotify:track:5HxfLkSX2Nl7BErO1q15sa,https://api.spotify.com/v1/tracks/5HxfLkSX2Nl7BErO1q15sa,https://api.spotify.com/v1/audio-analysis/5HxfLkSX2Nl7BErO1q15sa,231268,4,Daisy Chains - Will Joseph Cook
0.688,0.416,8,-6.928,1,0.0627,0.411,0.00102,0.11,0.097,172.082,audio_features,2Hz8udArpjGaV6Cfw5LCkn,spotify:track:2Hz8udArpjGaV6Cfw5LCkn,https://api.spotify.com/v1/tracks/2Hz8udArpjGaV6Cfw5LCkn,https://api.spotify.com/v1/audio-analysis/2Hz8udArpjGaV6Cfw5LCkn,212093,4,Santa Fe - DEVOTED
0.538,0.962,0,-3.849,1,0.0356,0.00235,0.128,0.0435,0.681,124.046,audio_features,3DMhHU13lb2mY367xCmV25,spotify:track:3DMhHU13lb2mY367xCmV25,https://api.spotify.com/v1/tracks/3DMhHU13lb2mY367xCmV25,https://api.spotify.com/v1/audio-analysis/3DMhHU13lb2mY367xCmV25,226816,4,Thundaclap a Scrappa - High Tatras
0.559,0.932,7,-1.777,1,0.267,0.0107,0.000221,0.283,0.795,159.985,audio_features,10qnLYMfMcYJwR8DwGHJKE,spotify:track:10qnLYMfMcYJwR8DwGHJKE,https://api.spotify.com/v1/tracks/10qnLYMfMcYJwR8DwGHJKE,https://api.spotify.com/v1/audio-analysis/10qnLYMfMcYJwR8DwGHJKE,260000,4,Make Me Feel Good - Zoogma
0.756,0.943,2,-4.242,1,0.11,0.0235,0.436,0.171,0.674,110.015,audio_features,7H7Qq3PN0HDCJ4C8ZOq2Fn,spotify:track:7H7Qq3PN0HDCJ4C8ZOq2Fn,https://api.spotify.com/v1/tracks/7H7Qq3PN0HDCJ4C8ZOq2Fn,https://api.spotify.com/v1/audio-analysis/7H7Qq3PN0HDCJ4C8ZOq2Fn,223693,4,Put It in the Boogie - Zach Deputy
0.239,0.723,7,-9.57,1,0.0411,0.186,0.762,0.0869,0.688,170.468,audio_features,5DCaneOKl2vAGBoYR3TZWY,spotify:track:5DCaneOKl2vAGBoYR3TZWY,https://api.spotify.com/v1/tracks/5DCaneOKl2vAGBoYR3TZWY,https://api.spotify.com/v1/audio-analysis/5DCaneOKl2vAGBoYR3TZWY,479742,4,Dalai Lama - Audiotree Live Version - Liz Cooper & the Stampede
0.677,0.522,1,-7.64,1,0.0369,0.000241,1.75e-06,0.121,0.434,119.995,audio_features,40D59FkmDbyOHJr7XplDt5,spotify:track:40D59FkmDbyOHJr7XplDt5,https://api.spotify.com/v1/tracks/40D59FkmDbyOHJr7XplDt5,https://api.spotify.com/v1/audio-analysis/40D59FkmDbyOHJr7XplDt5,219040,4,Fences - Magic Bronson
0.729,0.474,5,-7.724,1,0.0553,0.0652,0.0,0.0758,0.443,126.047,audio_features,12rhvKDK2FfHTZZ1sSAHDG,spotify:track:12rhvKDK2FfHTZZ1sSAHDG,https://api.spotify.com/v1/tracks/12rhvKDK2FfHTZZ1sSAHDG,https://api.spotify.com/v1/audio-analysis/12rhvKDK2FfHTZZ1sSAHDG,216213,4,Cringe - Matt Maeson
0.698,0.476,0,-7.459,1,0.0417,0.185,0.238,0.0542,0.181,124.986,audio_features,27ZhKzjHoE0UUlyMXu0ZFa,spotify:track:27ZhKzjHoE0UUlyMXu0ZFa,https://api.spotify.com/v1/tracks/27ZhKzjHoE0UUlyMXu0ZFa,https://api.spotify.com/v1/audio-analysis/27ZhKzjHoE0UUlyMXu0ZFa,283638,4,Jubel - Klingande
0.484,0.444,4,-6.935,0,0.0636,0.601,0.0,0.238,0.226,144.21,audio_features,3OXpdrHLT4IqM76RajgM6Q,spotify:track:3OXpdrHLT4IqM76RajgM6Q,https://api.spotify.com/v1/tracks/3OXpdrHLT4IqM76RajgM6Q,https://api.spotify.com/v1/audio-analysis/3OXpdrHLT4IqM76RajgM6Q,338333,4,drugs - EDEN
0.718,0.332,0,-14.416,1,0.0359,0.333,6.03e-06,0.0583,0.344,115.975,audio_features,2xSsZLBbnyrmKKIRTbGn9w,spotify:track:2xSsZLBbnyrmKKIRTbGn9w,https://api.spotify.com/v1/tracks/2xSsZLBbnyrmKKIRTbGn9w,https://api.spotify.com/v1/audio-analysis/2xSsZLBbnyrmKKIRTbGn9w,216863,4,Companion - Christian Leave
0.382,0.743,1,-5.093,1,0.0548,0.0682,0.0,0.0901,0.469,205.66,audio_features,2xrRl0h13K2kqBpJN6P98Y,spotify:track:2xrRl0h13K2kqBpJN6P98Y,https://api.spotify.com/v1/tracks/2xrRl0h13K2kqBpJN6P98Y,https://api.spotify.com/v1/audio-analysis/2xrRl0h13K2kqBpJN6P98Y,233977,4,Why Did You Run? - Judah & the Lion
0.826,0.528,8,-8.326,1,0.344,0.0357,0.0,0.605,0.539,99.966,audio_features,5bQ1qgqZhpCS9RQCUZaqBO,spotify:track:5bQ1qgqZhpCS9RQCUZaqBO,https://api.spotify.com/v1/tracks/5bQ1qgqZhpCS9RQCUZaqBO,https://api.spotify.com/v1/audio-analysis/5bQ1qgqZhpCS9RQCUZaqBO,154932,4,Subaru Crosstrek XV - Hobo Johnson
0.804,0.581,8,-4.733,0,0.107,0.428,0.000112,0.17,0.417,95.033,audio_features,6k8Z9CtoRLk9mXarke5LHQ,spotify:track:6k8Z9CtoRLk9mXarke5LHQ,https://api.spotify.com/v1/tracks/6k8Z9CtoRLk9mXarke5LHQ,https://api.spotify.com/v1/audio-analysis/6k8Z9CtoRLk9mXarke5LHQ,183158,4,gray - slenderbodies
0.666,0.573,1,-8.369,1,0.0361,0.0074,0.000233,0.116,0.438,96.982,audio_features,7pp7ofOZGtELMkn74jLDze,spotify:track:7pp7ofOZGtELMkn74jLDze,https://api.spotify.com/v1/tracks/7pp7ofOZGtELMkn74jLDze,https://api.spotify.com/v1/audio-analysis/7pp7ofOZGtELMkn74jLDze,220462,4,All4you - The Palms
0.721,0.782,11,-7.212,0,0.0383,0.00209,6.74e-05,0.144,0.466,100.999,audio_features,7shSdXO7iF0H0KeIdI4D4Z,spotify:track:7shSdXO7iF0H0KeIdI4D4Z,https://api.spotify.com/v1/tracks/7shSdXO7iF0H0KeIdI4D4Z,https://api.spotify.com/v1/audio-analysis/7shSdXO7iF0H0KeIdI4D4Z,254747,4,PS GFY - GRiZ
0.513,0.318,0,-10.451,1,0.0314,0.796,0.0,0.177,0.249,81.923,audio_features,7DCQIOmpGV4nkHx7DQckJS,spotify:track:7DCQIOmpGV4nkHx7DQckJS,https://api.spotify.com/v1/tracks/7DCQIOmpGV4nkHx7DQckJS,https://api.spotify.com/v1/audio-analysis/7DCQIOmpGV4nkHx7DQckJS,160307,3,Bloom Later - Jesse
0.522,0.909,10,-5.962,0,0.0432,0.000766,0.000285,0.135,0.609,154.999,audio_features,732OcwU2wklgYhHvRKa4k3,spotify:track:732OcwU2wklgYhHvRKa4k3,https://api.spotify.com/v1/tracks/732OcwU2wklgYhHvRKa4k3,https://api.spotify.com/v1/audio-analysis/732OcwU2wklgYhHvRKa4k3,243097,4,It Gets Better - GRiZ
0.822,0.362,2,-7.462,1,0.0411,0.16,0.0,0.313,0.159,119.903,audio_features,0ZAbupc7jAQpG9IxojQ3s3,spotify:track:0ZAbupc7jAQpG9IxojQ3s3,https://api.spotify.com/v1/tracks/0ZAbupc7jAQpG9IxojQ3s3,https://api.spotify.com/v1/audio-analysis/0ZAbupc7jAQpG9IxojQ3s3,229667,4,Cocaine Jesus - Rainbow Kitten Surprise
0.608,0.657,10,-7.422,1,0.0407,0.298,0.00485,0.143,0.399,70.511,audio_features,0n2PzVaak7HOrpbUfRI45g,spotify:track:0n2PzVaak7HOrpbUfRI45g,https://api.spotify.com/v1/tracks/0n2PzVaak7HOrpbUfRI45g,https://api.spotify.com/v1/audio-analysis/0n2PzVaak7HOrpbUfRI45g,228602,4,Foodcoma - Shoos Off
0.509,0.288,5,-16.488,0,0.031,0.0472,1.07e-05,0.0805,0.076,131.996,audio_features,4MQ6QWqJztCZJYEAXeQkIf,spotify:track:4MQ6QWqJztCZJYEAXeQkIf,https://api.spotify.com/v1/tracks/4MQ6QWqJztCZJYEAXeQkIf,https://api.spotify.com/v1/audio-analysis/4MQ6QWqJztCZJYEAXeQkIf,212500,4,Lost - Will Heggadon
0.51,0.694,2,-4.689,1,0.0423,0.147,0.000113,0.698,0.479,159.958,audio_features,5VynbUHg71DFioQVKXl1vL,spotify:track:5VynbUHg71DFioQVKXl1vL,https://api.spotify.com/v1/tracks/5VynbUHg71DFioQVKXl1vL,https://api.spotify.com/v1/audio-analysis/5VynbUHg71DFioQVKXl1vL,193027,4,Driftin' - GRiZ
0.585,0.606,6,-8.885,1,0.059,0.195,0.135,0.107,0.258,163.939,audio_features,2ZjdNFPXtVdIMJeDBJBHj8,spotify:track:2ZjdNFPXtVdIMJeDBJBHj8,https://api.spotify.com/v1/tracks/2ZjdNFPXtVdIMJeDBJBHj8,https://api.spotify.com/v1/audio-analysis/2ZjdNFPXtVdIMJeDBJBHj8,223171,4,Fake You - Yoke Lore
0.617,0.964,1,-3.559,1,0.0355,0.113,0.000225,0.247,0.961,75.978,audio_features,7sRdxkgNb3m3Ciai38ANmd,spotify:track:7sRdxkgNb3m3Ciai38ANmd,https://api.spotify.com/v1/tracks/7sRdxkgNb3m3Ciai38ANmd,https://api.spotify.com/v1/audio-analysis/7sRdxkgNb3m3Ciai38ANmd,169760,4,Good - TWIN XL
0.395,0.379,5,-10.642,1,0.0466,0.784,0.0763,0.224,0.246,132.476,audio_features,3vdIwbGD5yV69UL5p4bCJw,spotify:track:3vdIwbGD5yV69UL5p4bCJw,https://api.spotify.com/v1/tracks/3vdIwbGD5yV69UL5p4bCJw,https://api.spotify.com/v1/audio-analysis/3vdIwbGD5yV69UL5p4bCJw,146165,4,The 1ne - Jeff Kohnstamm
0.609,0.718,2,-7.399,1,0.0308,0.0122,0.847,0.193,0.661,100.01,audio_features,6u5DUWiBBfMbi69uIkPgbP,spotify:track:6u5DUWiBBfMbi69uIkPgbP,https://api.spotify.com/v1/tracks/6u5DUWiBBfMbi69uIkPgbP,https://api.spotify.com/v1/audio-analysis/6u5DUWiBBfMbi69uIkPgbP,450867,4,When the Dust Settles - STS9
0.529,0.579,9,-6.94,1,0.0518,0.0198,3.18e-06,0.103,0.46,76.991,audio_features,4QMSq1uq0JgvyKhEDp8wkx,spotify:track:4QMSq1uq0JgvyKhEDp8wkx,https://api.spotify.com/v1/tracks/4QMSq1uq0JgvyKhEDp8wkx,https://api.spotify.com/v1/audio-analysis/4QMSq1uq0JgvyKhEDp8wkx,211694,4,Less Than I Do - The Band CAMINO
0.801,0.666,0,-2.769,1,0.0958,0.0839,0.0,0.214,0.556,120.01,audio_features,0ijjhrK0HK6QeUuVb9sWrO,spotify:track:0ijjhrK0HK6QeUuVb9sWrO,https://api.spotify.com/v1/tracks/0ijjhrK0HK6QeUuVb9sWrO,https://api.spotify.com/v1/audio-analysis/0ijjhrK0HK6QeUuVb9sWrO,169000,4,Soul Safety Administration - Abhi The Nomad
0.628,0.371,2,-8.338,0,0.0359,0.533,1.54e-05,0.115,0.51,88.757,audio_features,1ueYJ9fQeRI3PMF39GroM4,spotify:track:1ueYJ9fQeRI3PMF39GroM4,https://api.spotify.com/v1/tracks/1ueYJ9fQeRI3PMF39GroM4,https://api.spotify.com/v1/audio-analysis/1ueYJ9fQeRI3PMF39GroM4,233226,4,Stay Away - Felix Rabito
0.626,0.507,7,-5.428,1,0.0364,0.0525,0.441,0.214,0.203,142.006,audio_features,30s6pYy71WwVpvBk40qdFZ,spotify:track:30s6pYy71WwVpvBk40qdFZ,https://api.spotify.com/v1/tracks/30s6pYy71WwVpvBk40qdFZ,https://api.spotify.com/v1/audio-analysis/30s6pYy71WwVpvBk40qdFZ,248133,4,On Your Side - Opiuo
0.466,0.653,11,-10.205,1,0.0272,0.287,0.801,0.88,0.229,104.438,audio_features,5sJKdA6Gn1Y9yCsSQiVQo3,spotify:track:5sJKdA6Gn1Y9yCsSQiVQo3,https://api.spotify.com/v1/tracks/5sJKdA6Gn1Y9yCsSQiVQo3,https://api.spotify.com/v1/audio-analysis/5sJKdA6Gn1Y9yCsSQiVQo3,557328,3,The Opus (Live) - Lotus 
0.586,0.618,4,-7.27,0,0.313,0.66,0.0,0.926,0.465,79.714,audio_features,6Tj4oHdbQdnicaVZD2d2tQ,spotify:track:6Tj4oHdbQdnicaVZD2d2tQ,https://api.spotify.com/v1/tracks/6Tj4oHdbQdnicaVZD2d2tQ,https://api.spotify.com/v1/audio-analysis/6Tj4oHdbQdnicaVZD2d2tQ,149625,4,NYC Window - Armani White
0.703,0.17,11,-16.569,0,0.0468,0.895,2.24e-06,0.124,0.735,144.066,audio_features,6c1T4m4RcD1RMF7ROmcbh2,spotify:track:6c1T4m4RcD1RMF7ROmcbh2,https://api.spotify.com/v1/tracks/6c1T4m4RcD1RMF7ROmcbh2,https://api.spotify.com/v1/audio-analysis/6c1T4m4RcD1RMF7ROmcbh2,134744,4,Baby Please - Black Pool
0.415,0.702,2,-3.73,1,0.04,0.109,0.0,0.119,0.68,129.682,audio_features,4o9jb1jtIFCYJUkrEX9B2w,spotify:track:4o9jb1jtIFCYJUkrEX9B2w,https://api.spotify.com/v1/tracks/4o9jb1jtIFCYJUkrEX9B2w,https://api.spotify.com/v1/audio-analysis/4o9jb1jtIFCYJUkrEX9B2w,158533,4,Best Tears - The Happy Fits
0.353,0.496,0,-14.03,1,0.0403,0.376,0.922,0.272,0.385,85.866,audio_features,6dSXF4daQ0YFtwVhFTbWRl,spotify:track:6dSXF4daQ0YFtwVhFTbWRl,https://api.spotify.com/v1/tracks/6dSXF4daQ0YFtwVhFTbWRl,https://api.spotify.com/v1/audio-analysis/6dSXF4daQ0YFtwVhFTbWRl,493707,4,ReEmergence (Aspen - 02.14.15) - STS9
0.629,0.834,2,-6.059,0,0.0667,0.209,0.000884,0.219,0.417,93.983,audio_features,4bJbr3OZKvkFx57s2BIu8V,spotify:track:4bJbr3OZKvkFx57s2BIu8V,https://api.spotify.com/v1/tracks/4bJbr3OZKvkFx57s2BIu8V,https://api.spotify.com/v1/audio-analysis/4bJbr3OZKvkFx57s2BIu8V,254681,4,Rainbows & Waterfalls - Pretty Lights
0.695,0.603,0,-8.828,0,0.269,0.447,5.92e-06,0.281,0.479,90.227,audio_features,3zgeIdqvFiQiBDVDYJqRxZ,spotify:track:3zgeIdqvFiQiBDVDYJqRxZ,https://api.spotify.com/v1/tracks/3zgeIdqvFiQiBDVDYJqRxZ,https://api.spotify.com/v1/audio-analysis/3zgeIdqvFiQiBDVDYJqRxZ,181333,4,Smoke That (feat. ProbCause & Jaye Prime) - GRiZ
0.725,0.362,7,-12.424,1,0.0643,0.84,0.181,0.106,0.249,119.938,audio_features,5do7Ql6G8N03fY6G9Y08Ec,spotify:track:5do7Ql6G8N03fY6G9Y08Ec,https://api.spotify.com/v1/tracks/5do7Ql6G8N03fY6G9Y08Ec,https://api.spotify.com/v1/audio-analysis/5do7Ql6G8N03fY6G9Y08Ec,231907,4,Goodnight Chicago - Rainbow Kitten Surprise
0.542,0.906,9,-4.213,1,0.0491,0.021,0.00043,0.377,0.515,120.014,audio_features,6CES1554HcWMIVroJfmmBm,spotify:track:6CES1554HcWMIVroJfmmBm,https://api.spotify.com/v1/tracks/6CES1554HcWMIVroJfmmBm,https://api.spotify.com/v1/audio-analysis/6CES1554HcWMIVroJfmmBm,245456,4,Way It Goes - Hippo Campus
0.598,0.657,8,-7.466,1,0.0386,0.0328,2.72e-05,0.172,0.194,114.969,audio_features,6JH2Z9YixSoQTgIoxx4w3P,spotify:track:6JH2Z9YixSoQTgIoxx4w3P,https://api.spotify.com/v1/tracks/6JH2Z9YixSoQTgIoxx4w3P,https://api.spotify.com/v1/audio-analysis/6JH2Z9YixSoQTgIoxx4w3P,260400,4,Water - Jamaican Queens
0.431,0.906,8,-3.285,1,0.331,0.011,0.0,0.0679,0.755,179.615,audio_features,2uXidnW2mwi9kk4ZWVr0n5,spotify:track:2uXidnW2mwi9kk4ZWVr0n5,https://api.spotify.com/v1/tracks/2uXidnW2mwi9kk4ZWVr0n5,https://api.spotify.com/v1/audio-analysis/2uXidnW2mwi9kk4ZWVr0n5,266671,4,"Satoshi Nakamoto (feat. Adrian Lau, ProbCause) - Gramatik"
0.741,0.524,0,-9.106,1,0.0673,0.719,0.777,0.0963,0.443,110.988,audio_features,1bbqTb8tmJAB02m1rq6wXW,spotify:track:1bbqTb8tmJAB02m1rq6wXW,https://api.spotify.com/v1/tracks/1bbqTb8tmJAB02m1rq6wXW,https://api.spotify.com/v1/audio-analysis/1bbqTb8tmJAB02m1rq6wXW,266116,4,Issues - Shoos Off
0.39,0.525,4,-12.78,0,0.0312,5.88e-05,0.357,0.101,0.345,88.139,audio_features,6AgODyZ1YIZCkAuQ13CW1k,spotify:track:6AgODyZ1YIZCkAuQ13CW1k,https://api.spotify.com/v1/tracks/6AgODyZ1YIZCkAuQ13CW1k,https://api.spotify.com/v1/audio-analysis/6AgODyZ1YIZCkAuQ13CW1k,206974,4,Propaganda - Warbly Jets
0.744,0.516,2,-6.365,1,0.0513,0.632,0.0,0.605,0.281,97.944,audio_features,474uVhyGgK5MtY9gMcDgGl,spotify:track:474uVhyGgK5MtY9gMcDgGl,https://api.spotify.com/v1/tracks/474uVhyGgK5MtY9gMcDgGl,https://api.spotify.com/v1/audio-analysis/474uVhyGgK5MtY9gMcDgGl,152293,4,It's Called: Freefall - Rainbow Kitten Surprise
0.523,0.783,9,-5.084,1,0.0545,0.0144,1.71e-05,0.219,0.581,76.588,audio_features,5DJNyvuMmZfsfvdTpMMmUq,spotify:track:5DJNyvuMmZfsfvdTpMMmUq,https://api.spotify.com/v1/tracks/5DJNyvuMmZfsfvdTpMMmUq,https://api.spotify.com/v1/audio-analysis/5DJNyvuMmZfsfvdTpMMmUq,252547,4,Sour Patch Kids - Bryce Vine
0.758,0.604,11,-6.343,0,0.0568,0.487,4.34e-05,0.103,0.444,152.038,audio_features,5RyFbMmfQ70WThTT6g4Vx0,spotify:track:5RyFbMmfQ70WThTT6g4Vx0,https://api.spotify.com/v1/tracks/5RyFbMmfQ70WThTT6g4Vx0,https://api.spotify.com/v1/audio-analysis/5RyFbMmfQ70WThTT6g4Vx0,216247,4,Drew Barrymore (feat. Wale) - Bryce Vine
0.723,0.593,10,-5.816,1,0.0308,0.194,5.35e-05,0.217,0.273,92.985,audio_features,4MJfCOcc2PpWOrUqOpvy1S,spotify:track:4MJfCOcc2PpWOrUqOpvy1S,https://api.spotify.com/v1/tracks/4MJfCOcc2PpWOrUqOpvy1S,https://api.spotify.com/v1/audio-analysis/4MJfCOcc2PpWOrUqOpvy1S,228610,4,Sunflower Seeds - Bryce Vine
0.632,0.556,1,-8.851,1,0.12,0.721,0.0,0.0995,0.385,78.603,audio_features,5L7IgwUPhir2FJftGNXJDW,spotify:track:5L7IgwUPhir2FJftGNXJDW,https://api.spotify.com/v1/tracks/5L7IgwUPhir2FJftGNXJDW,https://api.spotify.com/v1/audio-analysis/5L7IgwUPhir2FJftGNXJDW,219696,4,Heart - Rainbow Kitten Surprise
0.827,0.769,7,-4.058,1,0.126,0.209,9.54e-05,0.091,0.491,93.986,audio_features,556l9P7WVZVyYUBjT1YFTT,spotify:track:556l9P7WVZVyYUBjT1YFTT,https://api.spotify.com/v1/tracks/556l9P7WVZVyYUBjT1YFTT,https://api.spotify.com/v1/audio-analysis/556l9P7WVZVyYUBjT1YFTT,164681,4,When I'm Down - Whethan
0.697,0.548,2,-7.663,1,0.373,0.708,0.0,0.184,0.451,82.255,audio_features,7B2wx3pkPuzmcSGUP31O2h,spotify:track:7B2wx3pkPuzmcSGUP31O2h,https://api.spotify.com/v1/tracks/7B2wx3pkPuzmcSGUP31O2h,https://api.spotify.com/v1/audio-analysis/7B2wx3pkPuzmcSGUP31O2h,228839,4,Love’s Like Drumming - Lackhoney
0.663,0.453,1,-10.231,1,0.0741,0.639,1.76e-06,0.134,0.373,87.996,audio_features,7w9jI39QvRLBK7F3AyMnan,spotify:track:7w9jI39QvRLBK7F3AyMnan,https://api.spotify.com/v1/tracks/7w9jI39QvRLBK7F3AyMnan,https://api.spotify.com/v1/audio-analysis/7w9jI39QvRLBK7F3AyMnan,203427,4,So It Goes - Hi-Lo Jack
0.79,0.715,5,-4.999,1,0.127,0.257,0.0208,0.0977,0.674,159.957,audio_features,3NZxCLe5EcpOYXecBhFNqF,spotify:track:3NZxCLe5EcpOYXecBhFNqF,https://api.spotify.com/v1/tracks/3NZxCLe5EcpOYXecBhFNqF,https://api.spotify.com/v1/audio-analysis/3NZxCLe5EcpOYXecBhFNqF,240000,4,Nothing to Lose - The Floozies
0.682,0.534,7,-6.795,1,0.0558,0.442,1.59e-05,0.337,0.536,83.08,audio_features,4pqfUEORr42thipss4Jqmc,spotify:track:4pqfUEORr42thipss4Jqmc,https://api.spotify.com/v1/tracks/4pqfUEORr42thipss4Jqmc,https://api.spotify.com/v1/audio-analysis/4pqfUEORr42thipss4Jqmc,241476,4,Don't Forget the Drugs - Harlo
